query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	evidence_codes	intersection
query_1	TRUE	0.026389589	3	22	1	0.045454545	0.333333333	GO:0046979	GO:MF	TAP2 binding	18134	7432	GO:0046977	IPI	HLA-F
query_1	TRUE	0.026389589	2	33	1	0.03030303	0.5	GO:0004557	GO:MF	alpha-galactosidase activity	18134	1156	GO:0015925	IBA	NAGA
query_1	TRUE	0.026389589	1	63	1	0.015873016	1	GO:0102524	GO:MF	tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity	18134	11049	"c(\GO:0016706\"", \""GO:0140101\"")"""	IEA	TYW5
query_1	TRUE	0.027978158	3	24	1	0.041666667	0.333333333	GO:0099184	GO:MF	structural constituent of postsynaptic intermediate filament cytoskeleton	18134	10538	"c(\GO:0005200\"", \""GO:0099186\"")"""	IEA	INA
query_1	TRUE	0.029487236	26	3	1	0.333333333	0.038461538	GO:0051787	GO:MF	misfolded protein binding	18134	9301	GO:0005515	IDA IBA	BAG6
query_1	TRUE	0.03092748	2	42	1	0.023809524	0.5	GO:0004658	GO:MF	propionyl-CoA carboxylase activity	18134	1251	GO:0016421	IDA IEA	PCCB
query_1	TRUE	0.032815637	224	56	4	0.071428571	0.017857143	GO:0031406	GO:MF	carboxylic acid binding	18134	5111	"c(\GO:0043168\"", \""GO:0043177\"")"""	"IEA,IEA,ISS IEA,IEA"	"FTCDNL1,OGFOD2,SRR,STAB1"
query_1	TRUE	0.036023162	304	22	3	0.136363636	0.009868421	GO:0042277	GO:MF	peptide binding	18134	6672	GO:0033218	"IDA,IDA,IDA"	"HLA-C,HLA-DRB1,HLA-F"
query_1	TRUE	0.036593657	11	10	1	0.1	0.090909091	GO:0005522	GO:MF	profilin binding	18134	1904	GO:0005515	IBA	ENAH
query_1	TRUE	0.036593657	236	56	4	0.071428571	0.016949153	GO:0043177	GO:MF	organic acid binding	18134	6836	GO:0036094	"IEA,IEA,ISS IEA,IEA"	"FTCDNL1,OGFOD2,SRR,STAB1"
query_1	TRUE	0.038080016	21	6	1	0.166666667	0.047619048	GO:0004806	GO:MF	triglyceride lipase activity	18134	1379	"c(\GO:0016298\"", \""GO:0052689\"")"""	IBA IEA	DDHD2
query_1	TRUE	0.038080016	3	42	1	0.023809524	0.333333333	GO:0003989	GO:MF	acetyl-CoA carboxylase activity	18134	666	GO:0016421	IEA	PCCB
query_1	TRUE	0.038080016	42	3	1	0.333333333	0.023809524	GO:0030544	GO:MF	Hsp70 protein binding	18134	4914	GO:0031072	IEA	BAG6
query_1	TRUE	0.038080016	5	24	1	0.041666667	0.2	GO:0098973	GO:MF	structural constituent of postsynaptic actin cytoskeleton	18134	10517	"c(\GO:0005200\"", \""GO:0099186\"")"""	IEA	INA
query_1	TRUE	0.038080016	2	64	1	0.015625	0.5	GO:0004832	GO:MF	valine-tRNA ligase activity	18134	1404	GO:0004812	IBA IEA	VARS2
query_1	TRUE	0.038407446	6	22	1	0.045454545	0.166666667	GO:0030881	GO:MF	beta-2-microglobulin binding	18134	5051	GO:0005515	IDA	HLA-F
query_1	TRUE	0.040553512	3	50	1	0.02	0.333333333	GO:1990935	GO:MF	splicing factor binding	18134	12172	GO:0005515	IDA	SF3B1
query_1	TRUE	0.040553512	51	3	1	0.333333333	0.019607843	GO:0031593	GO:MF	polyubiquitin modification-dependent protein binding	18134	5138	GO:0140030	ISS IBA IEA	BAG6
query_1	TRUE	0.040553512	105	24	2	0.083333333	0.019047619	GO:0005200	GO:MF	structural constituent of cytoskeleton	18134	1714	GO:0005198	"TAS,TAS IEA"	"HLA-DRB1,INA"
query_1	TRUE	0.040553512	11	14	1	0.071428571	0.090909091	GO:0005542	GO:MF	folic acid binding	18134	1920	"c(\GO:0019842\"", \""GO:0031406\"", \""GO:0033218\"", \""GO:0072341\"", \""GO:0097159\"", \""GO:1901363\"")"""	IEA	FTCDNL1
query_1	TRUE	0.040553512	4	37	1	0.027027027	0.25	GO:0031705	GO:MF	bombesin receptor binding	18134	5168	GO:0071855	IEA	NMB
query_1	TRUE	0.042362786	8	21	1	0.047619048	0.125	GO:0032395	GO:MF	MHC class II receptor activity	18134	5417	"c(\GO:0004888\"", \""GO:0140375\"")"""	IDA TAS NAS	HLA-DRB1
query_1	TRUE	0.042362786	3	55	1	0.018181818	0.333333333	GO:0003941	GO:MF	L-serine ammonia-lyase activity	18134	624	GO:0016841	IDA IBA IEA	SRR
query_1	TRUE	0.042362786	143	55	3	0.054545455	0.020979021	GO:0019842	GO:MF	vitamin binding	18134	4632	GO:0036094	"IEA,IEA,IDA ISS IBA IEA"	"FTCDNL1,OGFOD2,SRR"
query_1	TRUE	0.04298719	48	56	2	0.035714286	0.041666667	GO:0005044	GO:MF	scavenger receptor activity	18134	1582	GO:0038024	"IEA,IDA"	"PGBD1,STAB1"
query_1	TRUE	0.044047915	61	3	1	0.333333333	0.016393443	GO:0043022	GO:MF	ribosome binding	18134	6814	GO:0043021	IDA	BAG6
query_1	TRUE	0.044671889	9	21	1	0.047619048	0.111111111	GO:0042609	GO:MF	CD4 receptor binding	18134	6725	GO:0005102	IPI	HLA-DRB1
