"query"	"significant"	"p_value"	"term_size"	"query_size"	"intersection_size"	"precision"	"recall"	"term_id"	"source"	"term_name"	"effective_domain_size"	"source_order"	"parents"	"evidence_codes"	"intersection"
"query_1"	"TRUE"	"0.0166447956012629"	"2"	"19"	"1"	"0.0526315789473684"	"0.5"	"GO:0004658"	"GO:MF"	"propionyl-CoA carboxylase activity"	"18694"	"1250"	"GO:0016421"	"IDA IEA"	"PCCB"
"query_1"	"TRUE"	"0.0227673420771788"	"18"	"3"	"1"	"0.333333333333333"	"0.0555555555555556"	"GO:0070628"	"GO:MF"	"proteasome binding"	"18694"	"9959"	"GO:0044877"	"IDA ISS"	"BAG6"
"query_1"	"TRUE"	"0.0231726616711934"	"3"	"19"	"1"	"0.0526315789473684"	"0.333333333333333"	"GO:0003989"	"GO:MF"	"acetyl-CoA carboxylase activity"	"18694"	"666"	"GO:0016421"	"IEA"	"PCCB"
"query_1"	"TRUE"	"0.0239018715783637"	"21"	"3"	"1"	"0.333333333333333"	"0.0476190476190476"	"GO:1990381"	"GO:MF"	"ubiquitin-specific protease binding"	"18694"	"12127"	"GO:0002020"	"IPI"	"BAG6"
"query_1"	"TRUE"	"0.0239018715783637"	"3"	"21"	"1"	"0.0476190476190476"	"0.333333333333333"	"GO:0004118"	"GO:MF"	"cGMP-stimulated cyclic-nucleotide phosphodiesterase activity"	"18694"	"779"	"GO:0004114"	"IDA IBA"	"PDE10A"
"query_1"	"TRUE"	"0.0249630716391304"	"56"	"30"	"2"	"0.0666666666666667"	"0.0357142857142857"	"GO:0042887"	"GO:MF"	"amide transmembrane transporter activity"	"18694"	"6733"	"GO:0022857"	"IMP IGI IBA IEA,IMP IGI IBA IEA"	"TAP1,TAP2"
"query_1"	"TRUE"	"0.0268953415004855"	"26"	"3"	"1"	"0.333333333333333"	"0.0384615384615385"	"GO:0051787"	"GO:MF"	"misfolded protein binding"	"18694"	"9269"	"GO:0005515"	"IDA IBA"	"BAG6"
"query_1"	"TRUE"	"0.0268953415004855"	"3"	"26"	"1"	"0.0384615384615385"	"0.333333333333333"	"GO:1990935"	"GO:MF"	"splicing factor binding"	"18694"	"12227"	"GO:0005515"	"IDA"	"SF3B1"
"query_1"	"TRUE"	"0.0291116621604677"	"3"	"29"	"1"	"0.0344827586206897"	"0.333333333333333"	"GO:0046979"	"GO:MF"	"TAP2 binding"	"18694"	"7402"	"GO:0046977"	"IPI IEA"	"TAP1"
"query_1"	"TRUE"	"0.0311878990144381"	"12"	"8"	"1"	"0.125"	"0.0833333333333333"	"GO:0005542"	"GO:MF"	"folic acid binding"	"18694"	"1914"	"c(\"GO:0019842\", \"GO:0031406\", \"GO:0033218\", \"GO:0043177\", \"GO:0072341\", \"GO:0097159\", \"GO:1901363\")"	"IEA"	"FTCDNL1"
"query_1"	"TRUE"	"0.0341181281830945"	"3"	"36"	"1"	"0.0277777777777778"	"0.333333333333333"	"GO:0061953"	"GO:MF"	"mRNA (adenine-N1-)-methyltransferase activity"	"18694"	"9766"	"GO:0008174"	"IDA"	"TRMT61A"
"query_1"	"TRUE"	"0.0341698869914687"	"73"	"30"	"2"	"0.0666666666666667"	"0.0273972602739726"	"GO:0042625"	"GO:MF"	"ATPase-coupled ion transmembrane transporter activity"	"18694"	"6702"	"c(\"GO:0022853\", \"GO:0042626\")"	"IBA IEA,IMP IBA IEA"	"TAP1,TAP2"
"query_1"	"TRUE"	"0.0341698869914687"	"6"	"19"	"1"	"0.0526315789473684"	"0.166666666666667"	"GO:0016421"	"GO:MF"	"CoA carboxylase activity"	"18694"	"3547"	"GO:0016885"	"IDA IEA"	"PCCB"
"query_1"	"TRUE"	"0.0367307997911309"	"42"	"3"	"1"	"0.333333333333333"	"0.0238095238095238"	"GO:0030544"	"GO:MF"	"Hsp70 protein binding"	"18694"	"4894"	"GO:0031072"	"IPI"	"BAG6"
"query_1"	"TRUE"	"0.0377758741293594"	"7"	"19"	"1"	"0.0526315789473684"	"0.142857142857143"	"GO:0016885"	"GO:MF"	"ligase activity, forming carbon-carbon bonds"	"18694"	"3869"	"GO:0016874"	"IDA IEA"	"PCCB"
"query_1"	"TRUE"	"0.0392188594778681"	"29"	"5"	"1"	"0.2"	"0.0344827586206897"	"GO:0004806"	"GO:MF"	"triglyceride lipase activity"	"18694"	"1378"	"c(\"GO:0016298\", \"GO:0052689\")"	"IBA IEA"	"DDHD2"
"query_1"	"TRUE"	"0.0392188594778681"	"4"	"36"	"1"	"0.0277777777777778"	"0.25"	"GO:0016429"	"GO:MF"	"tRNA (adenine-N1-)-methyltransferase activity"	"18694"	"3553"	"GO:0016426"	"IBA IEA"	"TRMT61A"
"query_1"	"TRUE"	"0.0412238040304493"	"52"	"3"	"1"	"0.333333333333333"	"0.0192307692307692"	"GO:0031593"	"GO:MF"	"polyubiquitin modification-dependent protein binding"	"18694"	"5117"	"GO:0140030"	"IDA ISS IBA"	"BAG6"
"query_1"	"TRUE"	"0.0444447580127654"	"5"	"36"	"1"	"0.0277777777777778"	"0.2"	"GO:0016426"	"GO:MF"	"tRNA (adenine) methyltransferase activity"	"18694"	"3550"	"c(\"GO:0008175\", \"GO:0008757\")"	"IBA IEA"	"TRMT61A"
"query_1"	"TRUE"	"0.0444447580127654"	"20"	"9"	"1"	"0.111111111111111"	"0.05"	"GO:0004653"	"GO:MF"	"polypeptide N-acetylgalactosaminyltransferase activity"	"18694"	"1245"	"c(\"GO:0008376\", \"GO:0140096\")"	"IDA IEA"	"GALNT10"
"query_1"	"TRUE"	"0.0444447580127654"	"60"	"3"	"1"	"0.333333333333333"	"0.0166666666666667"	"GO:0043022"	"GO:MF"	"ribosome binding"	"18694"	"6786"	"GO:0043021"	"IDA"	"BAG6"
"query_1"	"TRUE"	"0.045627786122874"	"27"	"7"	"1"	"0.142857142857143"	"0.037037037037037"	"GO:0035255"	"GO:MF"	"ionotropic glutamate receptor binding"	"18694"	"6305"	"GO:0035254"	"IEA"	"FLOT1"
